location_state,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,high_value,Campaign_A,probability_high_value
Washington,No,Premium,High School or Below,Employed,M,63221,Suburban,Married,168,28,49,0,1,Corporate Auto,Corporate L3,Offer3,Agent,806.4,SUV,Medsize,1,Yes,0.9942100218418244
Oregon,Yes,Extended,High School or Below,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Large,0,No,0.007994288377237112
Nevada,No,Extended,Bachelor,Employed,M,64495,Urban,Married,92,34,30,0,1,Corporate Auto,Corporate L2,Offer4,Web,251.992083,Four-Door Car,Medsize,0,No,0.00743036923416735
California,No,Basic,College,Unemployed,F,0,Suburban,Married,72,7,75,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,345.6,Four-Door Car,Medsize,1,Yes,0.9945840429747848
Arizona,No,Basic,Bachelor,Employed,F,28859,Suburban,Divorced,67,24,51,3,4,Corporate Auto,Corporate L2,Offer1,Call Center,321.6,Two-Door Car,Medsize,1,Yes,0.9171415704336432
Arizona,No,Extended,High School or Below,Employed,F,77330,Rural,Married,99,0,21,0,3,Personal Auto,Personal L3,Offer2,Web,99.257608,Four-Door Car,Medsize,1,Yes,0.9960161692241261
Oregon,Yes,Premium,College,Unemployed,M,0,Suburban,Married,105,3,92,0,1,Corporate Auto,Corporate L2,Offer1,Branch,504.0,Four-Door Car,Large,0,No,0.00824523134769118
Washington,No,Basic,Bachelor,Employed,M,24495,Suburban,Single,70,29,65,0,1,Personal Auto,Personal L2,Offer4,Branch,336.0,Four-Door Car,Small,0,No,0.00677104634364479
Washington,Yes,Basic,High School or Below,Employed,M,95697,Rural,Married,107,29,29,0,9,Personal Auto,Personal L3,Offer2,Agent,178.006524,Sports Car,Medsize,1,Yes,0.993487733519914
Arizona,No,Extended,High School or Below,Disabled,M,26372,Suburban,Married,126,11,7,0,1,Personal Auto,Personal L3,Offer4,Agent,604.8,SUV,Medsize,0,No,0.07778325840054573
Arizona,No,Extended,Bachelor,Medical Leave,F,17514,Rural,Married,127,2,5,0,3,Personal Auto,Personal L1,Offer1,Branch,8.312729,SUV,Medsize,1,Yes,0.994597657732208
California,No,Basic,Bachelor,Employed,F,89270,Urban,Single,74,17,90,0,1,Personal Auto,Personal L3,Offer2,Branch,316.599228,Four-Door Car,Medsize,0,No,0.007636979379681986
California,No,Basic,High School or Below,Employed,M,29757,Suburban,Married,65,13,55,0,1,Personal Auto,Personal L2,Offer2,Web,312.0,Four-Door Car,Small,0,No,0.006672869334897231
Oregon,No,Extended,College,Employed,M,51814,Rural,Single,92,28,89,0,1,Personal Auto,Personal L2,Offer3,Agent,56.300724,Four-Door Car,Medsize,0,No,0.007059546387147995
Oregon,No,Extended,Bachelor,Employed,F,24028,Suburban,Married,82,14,27,0,2,Personal Auto,Personal L2,Offer2,Agent,393.6,Four-Door Car,Small,1,Yes,0.9959120987501642
Arizona,Yes,Basic,College,Retired,M,28142,Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,701.7082389999997,Sports Car,Medsize,0,No,0.008169784214526259
Arizona,No,Basic,Bachelor,Employed,F,52705,Rural,Married,64,14,8,1,2,Personal Auto,Personal L2,Offer1,Web,128.70556299999998,Two-Door Car,Large,1,Yes,0.9936285936289928
California,No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,63,1,5,0,1,Corporate Auto,Corporate L3,Offer2,Agent,679.368378,Two-Door Car,Medsize,0,No,0.006239567298233307
Washington,No,Basic,College,Employed,F,84903,Urban,Married,111,7,63,0,1,Personal Auto,Personal L1,Offer1,Agent,497.12682699999993,SUV,Medsize,0,No,0.009069498646583128
California,Yes,Basic,College,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Personal Auto,Personal L3,Offer1,Agent,566.4,SUV,Medsize,1,Yes,0.995239284154722
Washington,Yes,Basic,Bachelor,Retired,F,24910,Suburban,Single,63,7,63,1,1,Personal Auto,Personal L1,Offer1,Branch,347.857619,Four-Door Car,Medsize,0,No,0.005354805399036621
California,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,77,15,12,2,2,Personal Auto,Personal L3,Offer1,Agent,554.4,Four-Door Car,Medsize,1,Yes,0.9927248664893497
Oregon,No,Basic,Master,Medical Leave,M,21876,Suburban,Married,68,12,28,0,2,Personal Auto,Personal L3,Offer1,Agent,465.41477,Four-Door Car,Small,1,Yes,0.9933965619817936
California,No,Basic,Bachelor,Unemployed,F,0,Suburban,Single,69,33,61,1,2,Personal Auto,Personal L3,Offer1,Agent,496.8,Four-Door Car,Small,1,Yes,0.9883093787322816
California,Yes,Basic,High School or Below,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L1,Offer1,Agent,292.8,Four-Door Car,Small,0,No,0.011361390553405529
Oregon,No,Extended,High School or Below,Employed,F,70699,Urban,Divorced,82,1,57,0,2,Personal Auto,Personal L2,Offer3,Agent,256.81383700000004,Four-Door Car,Medsize,1,Yes,0.9959273513086234
California,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,74,11,85,1,2,Personal Auto,Personal L2,Offer1,Agent,355.2,Four-Door Car,Medsize,1,Yes,0.993951928767483
California,No,Basic,College,Medical Leave,M,27501,Suburban,Married,63,20,0,0,1,Personal Auto,Personal L1,Offer4,Branch,542.319401,Four-Door Car,Medsize,0,No,0.005787243707925754
Oregon,No,Premium,Doctor,Disabled,F,15897,Urban,Divorced,101,30,99,0,2,Personal Auto,Personal L3,Offer2,Agent,303.1483990000001,Four-Door Car,Medsize,1,Yes,0.9960330522270212
Nevada,No,Basic,College,Employed,F,25141,Rural,Divorced,73,12,4,1,2,Personal Auto,Personal L3,Offer3,Agent,25.438063,Four-Door Car,Medsize,1,Yes,0.9947496668756076
Nevada,No,Basic,College,Unemployed,F,0,Suburban,Married,61,5,46,3,1,Personal Auto,Personal L2,Offer3,Agent,292.8,Four-Door Car,Small,0,No,0.005280653605029199
California,Yes,Basic,High School or Below,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize,1,Yes,0.9880088454589748
California,No,Basic,Bachelor,Employed,F,28358,Rural,Married,117,24,37,0,1,Personal Auto,Personal L2,Offer2,Call Center,84.024413,Sports Car,Medsize,0,No,0.008169069975423304
Washington,No,Basic,College,Employed,F,61846,Rural,Married,112,1,48,0,1,Personal Auto,Personal L2,Offer2,Agent,215.8182,SUV,Medsize,0,No,0.007461447953350028
Arizona,No,Basic,Bachelor,Employed,F,90972,Urban,Married,74,3,47,0,8,Personal Auto,Personal L3,Offer2,Call Center,232.926145,Two-Door Car,Medsize,1,Yes,0.989308372128974
Washington,No,Basic,College,Unemployed,F,0,Suburban,Single,74,3,95,0,7,Personal Auto,Personal L3,Offer3,Web,532.8,Two-Door Car,Medsize,1,Yes,0.9368634234244338
California,No,Basic,Bachelor,Employed,F,29549,Suburban,Divorced,104,17,51,0,1,Personal Auto,Personal L2,Offer2,Call Center,710.433775,Sports Car,Small,0,No,0.009185456847910604
California,No,Premium,Bachelor,Unemployed,F,0,Suburban,Married,115,12,17,1,2,Personal Auto,Personal L2,Offer1,Agent,552.0,Four-Door Car,Medsize,1,Yes,0.9957628575468128
Nevada,No,Extended,Bachelor,Employed,F,39411,Suburban,Married,217,4,29,2,4,Personal Auto,Personal L3,Offer3,Branch,1122.658899,Luxury Car,Medsize,1,Yes,0.9969377951397552
Oregon,No,Basic,High School or Below,Employed,M,21709,Suburban,Married,62,28,17,0,3,Personal Auto,Personal L2,Offer2,Branch,408.374746,Four-Door Car,Large,0,No,0.03918097487417462
Nevada,No,Extended,Bachelor,Employed,M,67890,Suburban,Single,85,23,57,0,2,Personal Auto,Personal L2,Offer4,Agent,408.0,Four-Door Car,Small,1,Yes,0.99597362565507
California,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,110,3,16,0,1,Personal Auto,Personal L3,Offer1,Agent,792.0,SUV,Medsize,0,No,0.008557797234596225
California,No,Basic,High School or Below,Employed,F,84311,Suburban,Single,111,11,98,4,2,Personal Auto,Personal L3,Offer3,Call Center,532.8,SUV,Small,1,Yes,0.9954262044737128
California,No,Basic,College,Employed,F,99316,Suburban,Single,114,26,53,0,1,Corporate Auto,Corporate L3,Offer2,Branch,754.358929,SUV,Medsize,0,No,0.008802446913919168
Arizona,Yes,Extended,Bachelor,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L1,Offer2,Agent,702.990032,SUV,Medsize,1,Yes,0.9885291850956544
California,No,Extended,Bachelor,Employed,F,64586,Urban,Single,76,3,17,0,1,Personal Auto,Personal L1,Offer3,Branch,206.837111,Four-Door Car,Medsize,0,No,0.007551383523453345
Oregon,No,Extended,College,Employed,M,61709,Urban,Married,82,5,41,2,7,Personal Auto,Personal L3,Offer3,Branch,275.395894,Four-Door Car,Medsize,1,Yes,0.9938861853485541
California,No,Basic,Master,Employed,M,94656,Urban,Married,111,12,79,1,1,Special Auto,Special L2,Offer4,Web,459.738128,SUV,Medsize,0,No,0.007238761331517975
California,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,69,5,40,0,1,Special Auto,Special L3,Offer4,Branch,496.8,Two-Door Car,Small,0,No,0.006549198908317679
California,No,Basic,Bachelor,Employed,M,61085,Suburban,Married,70,27,34,1,1,Personal Auto,Personal L3,Offer2,Branch,336.0,Two-Door Car,Medsize,0,No,0.007514175794244121
Oregon,No,Basic,Bachelor,Employed,F,89284,Suburban,Married,67,7,31,3,2,Personal Auto,Personal L2,Offer4,Agent,321.6,Two-Door Car,Small,1,Yes,0.9925329458404624
Arizona,No,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,63,6,12,0,2,Personal Auto,Personal L2,Offer1,Branch,302.4,Four-Door Car,Small,1,Yes,0.989376710702402
Washington,No,Extended,Bachelor,Employed,F,31686,Suburban,Married,81,11,33,0,1,Personal Auto,Personal L3,Offer1,Agent,430.994107,Four-Door Car,Small,0,No,0.008666742282529616
Oregon,No,Premium,High School or Below,Employed,M,56855,Suburban,Single,255,12,1,0,1,Corporate Auto,Corporate L3,Offer4,Web,1836.0,Luxury SUV,Medsize,1,Yes,0.9953092807014068
Oregon,No,Basic,Bachelor,Employed,M,53703,Rural,Single,67,3,45,2,1,Special Auto,Special L3,Offer1,Branch,67.632476,Four-Door Car,Medsize,0,No,0.007809963080272198
Washington,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,96,12,35,1,2,Personal Auto,Personal L1,Offer3,Branch,844.481918,Two-Door Car,Medsize,1,Yes,0.9959168468540436
California,Yes,Extended,College,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L1,Offer1,Branch,364.8,Four-Door Car,Medsize,1,Yes,0.9910573872028
California,No,Premium,Master,Disabled,F,27679,Suburban,Single,150,30,28,0,3,Personal Auto,Personal L1,Offer1,Call Center,722.4869940000003,SUV,Medsize,1,Yes,0.9971457296293498
Nevada,Yes,Extended,Bachelor,Retired,F,23904,Suburban,Single,123,1,67,3,1,Personal Auto,Personal L3,Offer1,Agent,590.4,SUV,Medsize,0,No,0.015989209378642524
Arizona,No,Basic,High School or Below,Employed,F,65351,Suburban,Married,69,4,54,0,1,Corporate Auto,Corporate L1,Offer2,Call Center,481.027516,Four-Door Car,Medsize,0,No,0.00692660899120621
California,No,Basic,College,Unemployed,M,0,Suburban,Single,113,20,1,0,7,Personal Auto,Personal L2,Offer1,Agent,1124.427734,SUV,Medsize,1,Yes,0.9932754422555984
California,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,63,0,54,3,7,Personal Auto,Personal L2,Offer1,Call Center,669.682001,Four-Door Car,Medsize,0,No,0.02468167737142876
California,No,Basic,College,Unemployed,M,0,Suburban,Single,116,14,35,0,2,Personal Auto,Personal L2,Offer1,Agent,1284.093173,SUV,Medsize,1,Yes,0.996026056500668
California,No,Basic,College,Employed,F,64459,Urban,Married,72,16,64,0,1,Personal Auto,Personal L1,Offer2,Branch,240.259479,Four-Door Car,Medsize,0,No,0.007292228431997194
California,No,Premium,College,Employed,M,32961,Suburban,Married,190,13,53,0,3,Corporate Auto,Corporate L2,Offer1,Branch,912.0,SUV,Small,1,Yes,0.9971607203571669
Oregon,No,Basic,High School or Below,Employed,F,71416,Suburban,Divorced,116,10,0,0,3,Corporate Auto,Corporate L3,Offer2,Agent,556.8,SUV,Medsize,1,Yes,0.995606471324449
Washington,No,Extended,Bachelor,Employed,F,68964,Rural,Married,78,15,6,0,3,Personal Auto,Personal L3,Offer3,Web,115.086827,Four-Door Car,Medsize,1,Yes,0.995878554599046
California,No,Extended,High School or Below,Employed,M,78108,Suburban,Single,98,12,34,0,1,Personal Auto,Personal L3,Offer2,Agent,470.4,Two-Door Car,Small,0,No,0.007609452814361613
California,Yes,Basic,College,Retired,M,10621,Suburban,Single,67,28,22,0,5,Special Auto,Special L3,Offer1,Agent,321.6,Four-Door Car,Medsize,0,No,0.031315456937220536
Washington,No,Extended,College,Employed,M,84910,Urban,Married,95,4,69,0,2,Corporate Auto,Corporate L3,Offer2,Web,383.167471,Two-Door Car,Small,1,Yes,0.99597362565507
California,No,Basic,High School or Below,Employed,F,77493,Urban,Single,70,2,35,0,3,Special Auto,Special L3,Offer1,Agent,307.963291,Four-Door Car,Medsize,1,Yes,0.9931324894068376
Arizona,No,Basic,College,Employed,M,81097,Suburban,Divorced,74,7,67,0,1,Personal Auto,Personal L1,Offer4,Agent,355.2,Four-Door Car,Small,0,No,0.0073570120411472935
Oregon,No,Extended,College,Employed,F,96610,Suburban,Married,85,6,23,0,3,Corporate Auto,Corporate L1,Offer4,Call Center,520.364752,Four-Door Car,Large,1,Yes,0.9961788625648892
Oregon,No,Premium,College,Employed,M,30110,Urban,Married,159,20,71,0,1,Corporate Auto,Corporate L3,Offer4,Agent,466.436375,Sports Car,Small,1,Yes,0.9924968297349204
Oregon,Yes,Extended,High School or Below,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Special Auto,Special L3,Offer1,Agent,451.670309,Two-Door Car,Small,1,Yes,0.9945408390540104
Washington,Yes,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize,1,Yes,0.9928324749902974
California,No,Basic,College,Employed,M,98473,Suburban,Married,72,19,69,0,1,Personal Auto,Personal L1,Offer2,Branch,345.6,Four-Door Car,Medsize,0,No,0.007128853738242103
Oregon,No,Basic,Bachelor,Employed,F,97431,Suburban,Married,74,1,72,0,3,Personal Auto,Personal L2,Offer3,Branch,355.2,Four-Door Car,Medsize,1,Yes,0.9945105365541614
California,No,Basic,Bachelor,Employed,M,93870,Suburban,Divorced,69,1,96,0,8,Personal Auto,Personal L2,Offer1,Call Center,331.2,Four-Door Car,Medsize,1,Yes,0.9865859433739096
Nevada,No,Basic,High School or Below,Employed,M,50366,Suburban,Divorced,72,9,5,0,9,Personal Auto,Personal L1,Offer1,Call Center,428.734656,Four-Door Car,Small,1,Yes,0.9908061273621928
Washington,Yes,Extended,High School or Below,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L3,Offer2,Branch,398.4,Two-Door Car,Small,1,Yes,0.9931049620615696
Oregon,No,Basic,College,Disabled,F,16552,Suburban,Married,103,23,53,0,2,Personal Auto,Personal L3,Offer2,Call Center,494.4,SUV,Small,1,Yes,0.9958919476117905
Oregon,No,Extended,College,Employed,F,26787,Suburban,Married,77,7,50,0,5,Personal Auto,Personal L3,Offer3,Branch,369.6,Four-Door Car,Medsize,1,Yes,0.9947906718596036
Nevada,No,Basic,College,Unemployed,M,0,Suburban,Single,74,2,42,0,9,Personal Auto,Personal L1,Offer1,Branch,831.752839,Two-Door Car,Medsize,1,Yes,0.9035131022921968
Nevada,Yes,Basic,High School or Below,Employed,F,43860,Rural,Single,65,15,58,0,1,Corporate Auto,Corporate L3,Offer2,Agent,156.124914,Four-Door Car,Medsize,0,No,0.007021103433790949
Arizona,No,Basic,High School or Below,Employed,M,21474,Urban,Married,114,13,72,2,9,Corporate Auto,Corporate L3,Offer1,Agent,373.428187,SUV,Small,1,Yes,0.9950383163782308
California,No,Basic,Bachelor,Disabled,M,18174,Suburban,Married,66,8,16,0,9,Corporate Auto,Corporate L1,Offer1,Agent,395.934815,Four-Door Car,Small,0,No,0.29451685411857426
Arizona,Yes,Basic,Bachelor,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L1,Offer1,Call Center,350.4,Four-Door Car,Medsize,1,Yes,0.986095826330638
Arizona,Yes,Basic,College,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Personal L3,Offer2,Agent,231.201886,Two-Door Car,Medsize,1,Yes,0.9940873247386776
Arizona,No,Extended,High School or Below,Employed,M,41520,Urban,Married,90,18,70,0,2,Personal Auto,Personal L2,Offer1,Agent,289.904105,Four-Door Car,Medsize,1,Yes,0.9963484161004948
Oregon,No,Premium,Bachelor,Unemployed,F,0,Suburban,Married,152,12,89,0,1,Personal Auto,Personal L3,Offer1,Web,729.6,SUV,Small,1,Yes,0.9851142766293902
Arizona,No,Basic,High School or Below,Unemployed,M,0,Suburban,Married,68,19,16,0,8,Personal Auto,Personal L3,Offer3,Call Center,326.4,Two-Door Car,Medsize,1,Yes,0.6230587669737779
California,No,Basic,Bachelor,Employed,M,72208,Suburban,Married,73,3,84,0,8,Personal Auto,Personal L3,Offer1,Branch,350.4,Two-Door Car,Small,1,Yes,0.9909619231217948
California,No,Basic,Bachelor,Employed,F,53863,Rural,Married,63,12,30,0,2,Personal Auto,Personal L2,Offer1,Web,105.765111,Four-Door Car,Large,1,Yes,0.9937240052671916
Washington,No,Extended,College,Employed,M,66446,Urban,Divorced,136,8,77,0,3,Corporate Auto,Corporate L1,Offer2,Branch,639.464548,SUV,Large,1,Yes,0.9971785415573466
Washington,No,Basic,College,Unemployed,M,0,Suburban,Single,61,18,26,0,1,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Small,0,No,0.0052011541519004405
Washington,No,Basic,Bachelor,Employed,F,64997,Suburban,Single,63,7,99,1,1,Personal Auto,Personal L3,Offer2,Agent,383.442328,Four-Door Car,Small,0,No,0.006806746160816479
Nevada,No,Basic,High School or Below,Employed,F,64460,Suburban,Married,66,18,42,0,3,Corporate Auto,Corporate L3,Offer2,Agent,316.8,Two-Door Car,Small,1,Yes,0.9911039300493644
Arizona,No,Basic,College,Employed,F,46618,Rural,Married,67,22,77,0,2,Personal Auto,Personal L1,Offer3,Agent,99.085943,Four-Door Car,Large,1,Yes,0.9953749037592584
Oregon,No,Basic,College,Unemployed,F,0,Suburban,Divorced,64,13,64,0,4,Corporate Auto,Corporate L3,Offer1,Branch,307.2,Four-Door Car,Small,0,No,0.03457568782352912
California,No,Extended,College,Employed,M,49988,Suburban,Married,84,6,37,5,5,Personal Auto,Personal L2,Offer2,Web,566.935022,Two-Door Car,Large,1,Yes,0.9907107710670036
California,No,Extended,College,Unemployed,F,0,Suburban,Single,91,2,8,5,1,Personal Auto,Personal L1,Offer1,Agent,436.8,Two-Door Car,Medsize,0,No,0.006840416782769382
California,No,Extended,Bachelor,Disabled,M,16269,Suburban,Divorced,86,6,84,0,1,Corporate Auto,Corporate L2,Offer3,Agent,412.8,Two-Door Car,Medsize,0,No,0.00835062604864189
Arizona,No,Basic,Bachelor,Employed,F,72006,Suburban,Divorced,64,4,38,0,3,Personal Auto,Personal L1,Offer4,Agent,307.2,Four-Door Car,Medsize,1,Yes,0.9753026401179048
Arizona,No,Extended,High School or Below,Unemployed,F,0,Suburban,Married,81,3,60,2,2,Personal Auto,Personal L2,Offer4,Call Center,388.8,Four-Door Car,Small,1,Yes,0.9942206698561206
Oregon,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,245,34,83,0,1,Corporate Auto,Corporate L3,Offer1,Branch,2345.413441,Luxury SUV,Medsize,1,Yes,0.9888294664885742
California,No,Basic,Master,Employed,M,44320,Suburban,Married,67,13,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,321.6,Four-Door Car,Medsize,1,Yes,0.9957825021889948
Arizona,No,Premium,High School or Below,Retired,F,19782,Suburban,Divorced,108,13,66,0,1,Personal Auto,Personal L3,Offer3,Web,773.470977,Two-Door Car,Medsize,0,No,0.008421650004506993
Nevada,No,Basic,Bachelor,Employed,F,63933,Suburban,Divorced,70,35,98,0,2,Personal Auto,Personal L3,Offer1,Call Center,424.883448,Two-Door Car,Medsize,1,Yes,0.9957754014594944
Arizona,No,Basic,Doctor,Employed,M,28224,Suburban,Single,109,13,13,0,8,Personal Auto,Personal L3,Offer1,Call Center,523.2,SUV,Medsize,1,Yes,0.9930252154321476
Washington,Yes,Basic,College,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Personal Auto,Personal L3,Offer1,Agent,508.8,SUV,Small,1,Yes,0.993845678981621
Oregon,No,Extended,Bachelor,Employed,M,63243,Urban,Married,77,21,73,0,3,Personal Auto,Personal L3,Offer4,Call Center,364.240307,Four-Door Car,Large,1,Yes,0.9959557746783466
Nevada,Yes,Extended,High School or Below,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize,0,No,0.061613880948206114
Oregon,No,Extended,Bachelor,Employed,F,94827,Urban,Married,135,5,64,0,4,Personal Auto,Personal L3,Offer1,Agent,354.729129,SUV,Medsize,1,Yes,0.9969593246701808
California,No,Basic,Master,Employed,F,39161,Urban,Married,63,18,83,1,4,Personal Auto,Personal L3,Offer2,Call Center,283.995953,Two-Door Car,Small,1,Yes,0.7457198739267836
Washington,No,Extended,Bachelor,Employed,M,37534,Suburban,Married,84,2,0,2,2,Personal Auto,Personal L3,Offer3,Branch,403.2,Four-Door Car,Medsize,1,Yes,0.9959507510427036
Oregon,No,Basic,Bachelor,Employed,F,80210,Rural,Divorced,65,30,28,0,1,Corporate Auto,Corporate L3,Offer1,Agent,20.543176000000006,Four-Door Car,Medsize,0,No,0.009094685931690156
California,No,Basic,Bachelor,Unemployed,M,0,Suburban,Married,62,32,59,0,2,Personal Auto,Personal L1,Offer1,Agent,385.115437,Four-Door Car,Small,1,Yes,0.9893811534296416
California,No,Basic,College,Employed,F,30110,Rural,Married,64,2,4,0,5,Personal Auto,Personal L1,Offer1,Web,140.16503500000002,Four-Door Car,Medsize,1,Yes,0.8749640510558442
