location_state,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,high_value,probability_high_value,Campaign_A
California,No,Extended,Master,Disabled,F,12904,Suburban,Married,132,17,31,0,1,Personal Auto,Personal L2,Offer1,Agent,633.6,SUV,Medsize,1,0.0,Yes
Oregon,Yes,Extended,High School or Below,Retired,F,11828,Suburban,Divorced,90,18,84,0,2,Personal Auto,Personal L2,Offer1,Agent,571.479602,Four-Door Car,Large,1,0.5158917358170516,Yes
Oregon,No,Extended,College,Unemployed,F,0,Suburban,Single,133,0,59,0,2,Personal Auto,Personal L3,Offer1,Agent,638.4,SUV,Medsize,1,0.5168208714581092,Yes
California,No,Basic,Bachelor,Employed,M,36580,Suburban,Married,64,20,76,1,2,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,Small,1,0.513238565195712,Yes
Arizona,No,Extended,Bachelor,Employed,M,42803,Urban,Divorced,245,21,56,0,2,Personal Auto,Personal L2,Offer1,Call Center,889.288242,Luxury Car,Small,1,0.5175219039890112,Yes
Oregon,No,Extended,Doctor,Employed,F,80590,Rural,Married,76,26,4,0,3,Corporate Auto,Corporate L3,Offer4,Agent,104.06843,Four-Door Car,Medsize,1,0.5154768178182698,Yes
Oregon,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,66,19,29,0,8,Personal Auto,Personal L3,Offer1,Branch,469.6093,Four-Door Car,Large,0,0.0,No
California,Yes,Basic,Bachelor,Employed,M,25632,Suburban,Married,63,27,52,0,7,Personal Auto,Personal L1,Offer2,Call Center,351.270869,Two-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,High School or Below,Employed,F,84811,Rural,Single,111,27,38,0,2,Personal Auto,Personal L2,Offer2,Branch,278.284943,SUV,Small,1,0.5152839098636837,Yes
Oregon,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,65,14,5,0,1,Corporate Auto,Corporate L3,Offer1,Web,468.0,Four-Door Car,Small,0,0.0,No
Oregon,No,Basic,Bachelor,Medical Leave,M,20815,Suburban,Married,110,7,35,0,9,Personal Auto,Personal L3,Offer1,Agent,528.0,SUV,Medsize,1,0.5109833090105462,Yes
Oregon,No,Extended,High School or Below,Employed,F,47406,Urban,Married,94,2,96,1,6,Personal Auto,Personal L3,Offer1,Agent,287.149807,Four-Door Car,Medsize,1,0.5132373012789616,Yes
Washington,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,64,10,72,0,2,Personal Auto,Personal L2,Offer1,Branch,307.2,Four-Door Car,Medsize,1,0.5084985731655942,Yes
Oregon,Yes,Basic,High School or Below,Employed,M,81082,Urban,Married,73,5,85,0,4,Personal Auto,Personal L1,Offer2,Agent,281.29590299999995,Four-Door Car,Large,1,0.5115911165373332,Yes
California,No,Basic,High School or Below,Employed,F,91763,Urban,Married,113,22,64,0,3,Special Auto,Special L3,Offer1,Call Center,441.992043,SUV,Small,1,0.5153965967036747,Yes
California,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,67,33,75,2,1,Corporate Auto,Corporate L3,Offer2,Call Center,482.4,Two-Door Car,Medsize,0,0.0,No
California,No,Basic,College,Employed,F,79674,Rural,Married,107,29,50,0,3,Personal Auto,Personal L2,Offer3,Call Center,9.275859,SUV,Medsize,1,0.5151328063762368,Yes
Nevada,No,Basic,Bachelor,Employed,F,60932,Suburban,Married,101,7,35,0,3,Corporate Auto,Corporate L3,Offer1,Agent,484.8,SUV,Large,1,0.5154535272357404,Yes
Arizona,No,Basic,High School or Below,Employed,F,28887,Suburban,Single,73,16,15,2,1,Personal Auto,Personal L2,Offer1,Branch,425.81795,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,College,Unemployed,M,0,Suburban,Single,67,17,4,0,4,Personal Auto,Personal L3,Offer2,Agent,482.4,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Extended,High School or Below,Employed,F,51337,Rural,Single,88,3,70,0,1,Corporate Auto,Corporate L2,Offer3,Branch,72.543171,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Extended,High School or Below,Unemployed,M,0,Suburban,Married,78,32,66,0,5,Personal Auto,Personal L2,Offer3,Agent,410.409376,Four-Door Car,Medsize,1,0.5073558901873281,Yes
Washington,Yes,Extended,College,Retired,M,23091,Suburban,Married,96,28,90,5,5,Corporate Auto,Corporate L1,Offer1,Agent,460.8,Four-Door Car,Medsize,1,0.506934999519488,Yes
Oregon,No,Premium,High School or Below,Employed,F,48263,Suburban,Married,104,2,32,0,1,Personal Auto,Personal L3,Offer2,Branch,674.863718,Two-Door Car,Small,0,0.0,No
Nevada,Yes,Extended,Doctor,Employed,M,30817,Rural,Divorced,88,25,43,0,1,Personal Auto,Personal L2,Offer2,Branch,91.834668,Four-Door Car,Medsize,0,0.0,No
Nevada,No,Basic,High School or Below,Employed,F,66900,Suburban,Married,68,15,20,0,1,Personal Auto,Personal L2,Offer4,Branch,326.4,Four-Door Car,Small,0,0.0,No
California,No,Extended,College,Unemployed,M,0,Suburban,Married,86,19,99,1,2,Personal Auto,Personal L3,Offer1,Web,412.8,Four-Door Car,Medsize,1,0.5157071481451196,Yes
Arizona,No,Premium,High School or Below,Employed,M,75986,Rural,Married,115,11,44,0,3,Personal Auto,Personal L3,Offer3,Call Center,89.11979699999998,Four-Door Car,Medsize,1,0.515298751396102,Yes
California,Yes,Basic,High School or Below,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Small,0,0.0,No
Nevada,No,Extended,High School or Below,Employed,F,90289,Rural,Married,99,4,88,3,2,Corporate Auto,Corporate L1,Offer2,Web,164.496171,Four-Door Car,Medsize,1,0.5139953573213434,Yes
Oregon,Yes,Basic,Doctor,Employed,F,68931,Urban,Married,66,32,30,0,7,Corporate Auto,Corporate L2,Offer2,Branch,309.577946,Four-Door Car,Medsize,1,0.5121539307222904,Yes
California,No,Basic,College,Disabled,M,22976,Suburban,Married,66,19,33,0,4,Personal Auto,Personal L2,Offer2,Branch,345.951322,Four-Door Car,Large,0,0.0,No
California,No,Basic,Bachelor,Employed,F,44341,Urban,Married,105,15,56,0,2,Personal Auto,Personal L2,Offer1,Agent,355.114822,Sports Car,Medsize,1,0.5154862325423292,Yes
Oregon,No,Basic,College,Employed,F,33252,Suburban,Married,71,20,4,0,1,Personal Auto,Personal L2,Offer2,Agent,407.668083,Four-Door Car,Medsize,0,0.0,No
Arizona,Yes,Extended,Bachelor,Unemployed,F,0,Suburban,Married,76,8,44,0,3,Personal Auto,Personal L1,Offer2,Agent,364.8,Four-Door Car,Small,1,0.5061781285951358,Yes
Oregon,No,Basic,College,Employed,F,32775,Urban,Divorced,61,10,73,0,2,Personal Auto,Personal L1,Offer1,Branch,251.886847,Four-Door Car,Small,1,0.5074212716487614,Yes
Oregon,No,Extended,College,Employed,M,32627,Suburban,Married,76,11,60,0,7,Personal Auto,Personal L2,Offer1,Agent,380.036697,Two-Door Car,Small,1,0.5150958639163008,Yes
California,No,Basic,High School or Below,Employed,M,33321,Suburban,Married,105,6,2,0,3,Special Auto,Special L1,Offer2,Branch,504.0,SUV,Medsize,1,0.5152239178128121,Yes
California,No,Basic,Bachelor,Employed,F,33282,Rural,Married,100,24,66,1,1,Personal Auto,Personal L3,Offer2,Agent,207.510821,SUV,Small,0,0.0,No
Arizona,No,Extended,High School or Below,Employed,F,38688,Suburban,Single,249,22,6,0,3,Special Auto,Special L3,Offer1,Agent,2294.631639,Luxury Car,Medsize,1,0.5172634853782728,Yes
Arizona,No,Extended,High School or Below,Medical Leave,F,17120,Suburban,Married,125,14,95,0,1,Special Auto,Special L3,Offer1,Agent,717.2859490000003,SUV,Medsize,0,0.0,No
California,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,64,17,84,0,9,Personal Auto,Personal L1,Offer1,Branch,307.2,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,High School or Below,Employed,F,88081,Rural,Married,64,35,94,0,5,Personal Auto,Personal L3,Offer1,Branch,82.483947,Four-Door Car,Medsize,1,0.4902821648329434,Yes
Nevada,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,127,22,53,0,1,Special Auto,Special L2,Offer1,Agent,914.4,Sports Car,Small,0,0.0,No
Oregon,No,Basic,Bachelor,Employed,F,44940,Urban,Single,65,1,67,0,1,Corporate Auto,Corporate L3,Offer1,Agent,284.492531,Four-Door Car,Medsize,0,0.0,No
California,Yes,Basic,High School or Below,Employed,M,73168,Suburban,Married,70,21,50,0,3,Special Auto,Special L3,Offer2,Agent,425.800112,Four-Door Car,Medsize,1,0.513039515224479,Yes
Oregon,No,Basic,College,Unemployed,F,0,Suburban,Divorced,68,5,36,0,2,Personal Auto,Personal L3,Offer3,Branch,350.20761400000015,Four-Door Car,Small,1,0.5110491326507318,Yes
California,No,Basic,College,Employed,F,26308,Suburban,Married,114,10,30,0,3,Corporate Auto,Corporate L3,Offer3,Web,547.2,SUV,Medsize,1,0.5152239178128121,Yes
California,No,Basic,Doctor,Medical Leave,M,12608,Urban,Married,66,23,72,1,3,Personal Auto,Personal L1,Offer1,Agent,214.866605,Four-Door Car,Medsize,0,0.0,No
Washington,Yes,Basic,College,Employed,M,83846,Suburban,Married,74,22,94,3,2,Personal Auto,Personal L2,Offer2,Agent,355.2,Four-Door Car,Large,1,0.5129171747946274,Yes
California,No,Extended,College,Employed,F,51489,Rural,Married,139,14,10,0,1,Personal Auto,Personal L2,Offer1,Web,236.739322,SUV,Medsize,1,0.5055203700810464,Yes
Arizona,No,Basic,College,Employed,F,28559,Suburban,Married,66,5,1,0,5,Corporate Auto,Corporate L3,Offer4,Call Center,427.24297300000006,Four-Door Car,Medsize,1,0.4795530491718388,Yes
California,No,Basic,Bachelor,Employed,M,53338,Rural,Married,63,24,35,1,1,Personal Auto,Personal L2,Offer4,Agent,35.45384,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,Master,Employed,M,84551,Rural,Divorced,72,10,82,0,5,Personal Auto,Personal L3,Offer2,Agent,28.92584,Four-Door Car,Large,1,0.5082758011516972,Yes
Oregon,No,Extended,Bachelor,Employed,F,45254,Suburban,Divorced,93,4,25,3,4,Corporate Auto,Corporate L3,Offer3,Web,446.4,Four-Door Car,Medsize,1,0.5088441804111232,Yes
Oregon,No,Basic,College,Unemployed,M,0,Suburban,Single,66,21,67,0,1,Corporate Auto,Corporate L3,Offer1,Agent,316.8,Two-Door Car,Medsize,0,0.0,No
Oregon,No,Extended,Bachelor,Employed,M,21975,Suburban,Divorced,95,28,63,0,1,Corporate Auto,Corporate L1,Offer4,Agent,456.0,Four-Door Car,Large,0,0.0,No
Washington,No,Extended,Master,Employed,F,43946,Urban,Divorced,133,13,83,0,2,Corporate Auto,Corporate L2,Offer2,Call Center,415.98615,Sports Car,Medsize,1,0.5175238788210182,Yes
Oregon,No,Extended,High School or Below,Employed,M,31226,Suburban,Married,93,31,68,0,2,Personal Auto,Personal L2,Offer1,Agent,446.4,Four-Door Car,Medsize,1,0.5158704201936679,Yes
Oregon,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,110,16,17,0,5,Special Auto,Special L2,Offer2,Agent,686.90827,Sports Car,Medsize,1,0.4964982591655224,Yes
Arizona,Yes,Basic,Master,Employed,F,34990,Rural,Single,65,23,73,0,1,Corporate Auto,Corporate L2,Offer2,Web,42.689135,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,252,31,10,0,3,Corporate Auto,Corporate L2,Offer4,Branch,1814.4,Luxury SUV,Medsize,1,0.5167683010913852,Yes
Nevada,No,Basic,High School or Below,Employed,F,70279,Urban,Single,71,17,25,0,7,Special Auto,Special L3,Offer4,Call Center,331.231484,Four-Door Car,Medsize,1,0.5106227108533928,Yes
California,No,Extended,High School or Below,Employed,M,57734,Suburban,Divorced,78,2,64,0,3,Personal Auto,Personal L2,Offer4,Web,374.4,Four-Door Car,Medsize,1,0.5156150506078908,Yes
Nevada,No,Basic,Master,Employed,F,79814,Rural,Married,62,18,50,0,3,Personal Auto,Personal L2,Offer4,Branch,31.553152,Four-Door Car,Medsize,1,0.0,Yes
Arizona,No,Extended,College,Employed,M,88362,Suburban,Single,78,9,63,0,1,Personal Auto,Personal L1,Offer2,Call Center,452.599718,Two-Door Car,Medsize,0,0.0,No
Nevada,Yes,Basic,College,Unemployed,F,0,Suburban,Single,68,19,2,3,2,Personal Auto,Personal L1,Offer1,Agent,326.4,Four-Door Car,Large,1,0.5091114976603048,Yes
California,No,Basic,College,Employed,F,86073,Urban,Married,70,2,96,0,3,Personal Auto,Personal L2,Offer3,Branch,291.587866,Two-Door Car,Medsize,1,0.5117204927145584,Yes
California,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,65,13,29,0,1,Personal Auto,Personal L2,Offer2,Agent,712.7128700000003,Four-Door Car,Medsize,0,0.0,No
California,No,Premium,High School or Below,Employed,F,89546,Suburban,Married,266,4,18,1,2,Corporate Auto,Corporate L3,Offer3,Agent,2452.894264,Luxury SUV,Large,1,0.5175148228947628,Yes
Arizona,No,Extended,College,Employed,M,22426,Suburban,Single,76,9,31,1,1,Corporate Auto,Corporate L3,Offer3,Branch,528.391284,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Extended,College,Employed,F,71134,Rural,Married,98,21,95,3,8,Personal Auto,Personal L3,Offer1,Web,196.37368,Two-Door Car,Medsize,1,0.5111050745109816,Yes
California,No,Premium,High School or Below,Unemployed,M,0,Suburban,Single,103,25,80,0,9,Personal Auto,Personal L2,Offer1,Agent,741.6,Four-Door Car,Small,1,0.5096098306364184,Yes
Oregon,No,Premium,Doctor,Disabled,F,10105,Rural,Married,172,5,4,3,3,Personal Auto,Personal L2,Offer1,Branch,0.517753,SUV,Medsize,1,0.5129182191978068,Yes
California,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,64,0,8,1,1,Personal Auto,Personal L2,Offer2,Agent,731.479725,Four-Door Car,Small,0,0.0,No
Oregon,No,Basic,High School or Below,Unemployed,F,0,Suburban,Married,73,30,11,0,8,Personal Auto,Personal L3,Offer1,Web,388.819919,Four-Door Car,Medsize,1,0.48898810998798,Yes
Nevada,No,Extended,College,Employed,F,42836,Urban,Married,89,32,99,0,1,Corporate Auto,Corporate L3,Offer3,Branch,244.580023,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,College,Medical Leave,M,20647,Urban,Divorced,63,17,10,0,7,Personal Auto,Personal L3,Offer3,Branch,185.061408,Four-Door Car,Medsize,0,0.0,No
Nevada,No,Extended,High School or Below,Employed,M,50200,Urban,Divorced,135,23,98,0,1,Personal Auto,Personal L3,Offer1,Agent,637.063458,Sports Car,Medsize,1,0.4924838134724692,Yes
Nevada,No,Premium,High School or Below,Unemployed,F,0,Suburban,Married,118,26,43,0,2,Personal Auto,Personal L3,Offer1,Web,1118.9906939999996,Four-Door Car,Large,1,0.5155952124595948,Yes
Arizona,No,Basic,High School or Below,Unemployed,M,0,Suburban,Divorced,68,18,81,0,3,Personal Auto,Personal L3,Offer1,Call Center,352.130674,Four-Door Car,Medsize,0,0.0,No
California,Yes,Basic,Bachelor,Employed,F,62902,Rural,Married,69,14,94,0,2,Personal Auto,Personal L3,Offer2,Web,159.383042,Two-Door Car,Medsize,1,0.5148196394616928,Yes
Oregon,Yes,Basic,Bachelor,Retired,M,25905,Suburban,Divorced,63,21,12,0,1,Personal Auto,Personal L3,Offer1,Agent,302.4,Four-Door Car,Large,0,0.0,No
Arizona,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,80,13,57,1,4,Personal Auto,Personal L2,Offer3,Branch,749.134686,Four-Door Car,Medsize,1,0.5070964944118811,Yes
California,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,89,6,55,0,2,Corporate Auto,Corporate L3,Offer2,Branch,640.8,Two-Door Car,Medsize,1,0.5155197129232728,Yes
Arizona,No,Extended,College,Unemployed,M,0,Suburban,Married,131,0,80,0,1,Personal Auto,Personal L1,Offer2,Agent,628.8,SUV,Large,0,0.0,No
Oregon,No,Extended,High School or Below,Disabled,M,16450,Suburban,Married,128,6,81,0,1,Corporate Auto,Corporate L3,Offer1,Branch,871.4845650000003,SUV,Medsize,0,0.0,No
California,No,Basic,College,Employed,M,68321,Urban,Single,66,31,44,0,1,Personal Auto,Personal L2,Offer4,Branch,198.263056,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Extended,College,Employed,M,44698,Suburban,Married,211,0,88,4,1,Personal Auto,Personal L2,Offer1,Call Center,1012.8,Luxury Car,Medsize,1,0.5124249824744764,Yes
Washington,No,Basic,College,Employed,M,32823,Suburban,Married,100,1,36,0,8,Personal Auto,Personal L3,Offer2,Agent,480.0,SUV,Medsize,1,0.5130520839174613,Yes
Arizona,Yes,Basic,High School or Below,Employed,M,72421,Suburban,Married,65,8,23,0,1,Personal Auto,Personal L2,Offer2,Call Center,312.0,Four-Door Car,Small,0,0.0,No
California,No,Premium,Bachelor,Unemployed,F,0,Suburban,Married,119,30,95,0,1,Personal Auto,Personal L2,Offer1,Branch,571.2,Four-Door Car,Medsize,0,0.0,No
Oregon,Yes,Basic,College,Employed,M,64801,Urban,Married,64,23,19,0,2,Personal Auto,Personal L3,Offer2,Web,268.471802,Four-Door Car,Medsize,1,0.5158817427401075,Yes
Oregon,No,Basic,College,Employed,M,52796,Suburban,Divorced,62,6,17,0,3,Corporate Auto,Corporate L2,Offer4,Call Center,297.6,Four-Door Car,Medsize,0,0.0,No
California,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,128,15,37,0,2,Personal Auto,Personal L2,Offer1,Agent,1345.317161,SUV,Medsize,1,0.5160165644176072,Yes
California,No,Premium,High School or Below,Employed,M,22768,Suburban,Married,112,16,69,0,1,Personal Auto,Personal L3,Offer4,Branch,537.6,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Extended,Master,Employed,F,41671,Urban,Single,136,15,30,0,2,Personal Auto,Personal L1,Offer1,Agent,570.388228,SUV,Medsize,1,0.5175238788210182,Yes
Nevada,No,Extended,High School or Below,Disabled,F,12762,Suburban,Married,86,10,14,0,1,Corporate Auto,Corporate L3,Offer4,Agent,412.8,Two-Door Car,Medsize,0,0.0,No
California,No,Basic,Bachelor,Disabled,M,15587,Rural,Married,71,11,48,0,1,Special Auto,Special L1,Offer2,Agent,136.033828,Two-Door Car,Medsize,0,0.0,No
Oregon,No,Extended,High School or Below,Disabled,M,26514,Suburban,Married,91,16,58,0,3,Personal Auto,Personal L3,Offer2,Agent,655.2,Four-Door Car,Small,1,0.5155171113985553,Yes
Washington,No,Basic,College,Employed,F,82427,Suburban,Married,102,24,5,0,1,Personal Auto,Personal L3,Offer2,Agent,489.6,SUV,Small,0,0.0,No
Washington,No,Basic,College,Employed,F,36032,Suburban,Divorced,70,11,39,0,2,Personal Auto,Personal L3,Offer3,Web,336.0,Four-Door Car,Small,1,0.5147784737655484,Yes
Washington,No,Basic,College,Unemployed,M,0,Suburban,Single,62,11,45,0,1,Personal Auto,Personal L3,Offer4,Call Center,446.4,Two-Door Car,Small,0,0.0,No
Arizona,No,Premium,College,Employed,M,65733,Suburban,Married,113,13,6,0,3,Personal Auto,Personal L2,Offer2,Agent,684.9485269999999,Four-Door Car,Medsize,1,0.5157327344173472,Yes
California,No,Basic,Bachelor,Employed,F,60970,Rural,Divorced,110,20,10,0,2,Personal Auto,Personal L3,Offer1,Agent,94.496547,SUV,Medsize,1,0.5157988900543976,Yes
Oregon,No,Extended,College,Employed,F,44213,Rural,Single,85,15,58,0,3,Personal Auto,Personal L3,Offer1,Branch,77.523904,Four-Door Car,Medsize,1,0.5157121630641937,Yes
Arizona,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,89,15,83,0,1,Personal Auto,Personal L1,Offer3,Agent,640.8,Four-Door Car,Medsize,0,0.0,No
California,No,Extended,Bachelor,Employed,F,42582,Suburban,Divorced,99,1,57,0,5,Corporate Auto,Corporate L3,Offer4,Call Center,629.344642,Four-Door Car,Small,1,0.5135887310222961,Yes
Arizona,No,Basic,Master,Employed,F,53736,Rural,Married,71,2,20,0,2,Personal Auto,Personal L3,Offer4,Web,169.287785,Two-Door Car,Medsize,1,0.5147706522371575,Yes
Oregon,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,65,31,52,0,1,Corporate Auto,Corporate L3,Offer2,Agent,468.0,Four-Door Car,Small,0,0.0,No
Oregon,Yes,Basic,College,Employed,M,37937,Suburban,Married,116,11,42,0,5,Personal Auto,Personal L3,Offer2,Call Center,556.8,SUV,Medsize,1,0.5124003466266379,Yes
Oregon,No,Basic,College,Employed,F,75272,Rural,Married,103,22,10,0,1,Personal Auto,Personal L2,Offer4,Call Center,71.647924,SUV,Medsize,0,0.0,No
California,No,Extended,Bachelor,Employed,F,41341,Rural,Single,99,4,64,0,1,Personal Auto,Personal L2,Offer3,Agent,240.24432,Four-Door Car,Medsize,0,0.0,No
Arizona,Yes,Basic,Bachelor,Employed,M,76358,Rural,Married,66,25,3,0,2,Special Auto,Special L3,Offer3,Agent,86.46158199999998,Four-Door Car,Medsize,1,0.5151439732109084,Yes
Arizona,No,Extended,College,Unemployed,F,0,Suburban,Single,95,15,37,0,3,Personal Auto,Personal L3,Offer1,Branch,564.302867,Four-Door Car,Medsize,1,0.5153074460113104,Yes
Nevada,No,Basic,High School or Below,Employed,M,92157,Urban,Single,69,19,33,0,1,Corporate Auto,Corporate L3,Offer2,Branch,270.381385,Two-Door Car,Medsize,0,0.0,No
California,Yes,Extended,Master,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal Auto,Personal L3,Offer2,Agent,1294.700423,Luxury SUV,Medsize,1,0.517044582039664,Yes
Oregon,No,Basic,College,Employed,M,52674,Rural,Married,73,8,49,0,1,Personal Auto,Personal L1,Offer2,Call Center,166.5492,Two-Door Car,Large,0,0.0,No
California,No,Basic,High School or Below,Employed,F,70988,Suburban,Married,65,3,82,0,7,Personal Auto,Personal L1,Offer3,Web,312.0,Four-Door Car,Medsize,1,0.5014180791736212,Yes
Arizona,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,130,32,38,0,4,Corporate Auto,Corporate L2,Offer1,Agent,936.0,SUV,Small,1,0.5138362026221406,Yes
California,Yes,Extended,Doctor,Employed,M,30817,Rural,Divorced,88,25,43,0,1,Personal Auto,Personal L3,Offer2,Branch,91.834668,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,College,Unemployed,M,0,Suburban,Single,67,15,4,0,4,Personal Auto,Personal L3,Offer2,Branch,499.590386,Two-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,College,Employed,F,80480,Urban,Married,72,6,55,0,7,Personal Auto,Personal L3,Offer3,Agent,242.842607,Four-Door Car,Medsize,1,0.5119604325321708,Yes
Oregon,Yes,Basic,College,Retired,M,25251,Suburban,Divorced,66,13,43,0,2,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize,1,0.5121700051948984,Yes
Arizona,No,Basic,Bachelor,Unemployed,F,0,Rural,Married,70,1,11,0,5,Personal Auto,Personal L2,Offer1,Web,131.401291,Four-Door Car,Medsize,1,0.4852529580775388,Yes
Arizona,No,Basic,High School or Below,Employed,F,76283,Suburban,Married,61,9,99,0,6,Corporate Auto,Corporate L3,Offer2,Agent,292.8,Four-Door Car,Medsize,0,0.0,No
