loan_amnt,int_rate,annual_inc,dti,fico_range_low,total_acc,acc_open_past_24mths,probability_fully_paid
12500,9.49,25000,35.86,715,30,0,0.888726288024808
8000,14.31,84000,17.28,685,21,1,0.862770274590377
2000,15.59,18000,33.4,690,33,7,0.788343122401967
10000,6.03,56000,10.29,775,23,3,0.895490590069261
23600,21.99,150000,23.87,660,34,9,0.781313728331716
28000,6.49,78000,22.08,695,47,6,0.89083471764958
5000,14.31,32000,12.19,710,16,6,0.854332300184325
15000,11.99,42000,15.26,785,30,6,0.88427776402628
10000,11.99,80000,16.47,675,53,12,0.865033148137357
6000,9.49,55000,20.31,660,28,7,0.888864508564729
20000,7.49,65875.3,24.08,735,12,3,0.890024422329711
15000,14.99,60000,20.42,665,39,4,0.833141370312323
21000,15.99,88000,30.81,695,21,7,0.808024783933822
1000,12.99,35000,11.76,715,19,4,0.895992169727687
5000,6.03,77875,7.98,735,32,1,0.895826564431621
18000,7.49,45000,18.03,670,34,2,0.890139357246156
10000,8.67,49000,12.37,735,18,3,0.895490590069261
20000,6.49,55000,18.29,710,15,2,0.892346480154606
5600,11.99,120000,9.87,665,36,8,0.865977359346837
15000,8.19,88800,37.74,780,50,4,0.890024422329711
35000,14.99,130000,25.49,690,50,4,0.879104995811858
6000,6.49,50000,13.49,760,12,1,0.896213859252497
7200,12.39,76000,10.25,685,17,8,0.857721070825873
25000,6.49,136000,11.74,775,34,0,0.896911491244377
7800,11.44,67500,23.6,685,29,5,0.876732466792322
6000,9.49,75000,22.68,675,21,8,0.865446851480816
3000,8.67,42619.25,16.69,725,8,6,0.894588806279814
8000,11.99,75000,20.66,700,18,4,0.87842146957881
16000,8.19,53000,14.18,730,31,1,0.897295214972881
15000,11.44,155000,0.87,695,13,2,0.892346480154606
20000,11.99,140000,6.81,660,31,5,0.888482456519904
14000,6.49,85000,0.71,730,21,9,0.896911491244377
6000,12.99,50000,24.89,710,35,8,0.886118621764066
8000,7.49,98000,4.97,720,7,0,0.895826564431621
3875,15.59,50000,11.07,715,7,2,0.807250387377922
3500,13.66,35000,11.87,660,6,4,0.822445564034199
12000,6.49,35000,17.25,685,16,2,0.889772967179684
11775,18.54,37000,18.36,680,6,1,0.852009592630545
5000,11.99,26000,15.84,680,20,6,0.831009732587846
6000,11.44,58000,16.8,670,18,2,0.890887174257077
24000,11.44,98000,28.48,670,31,7,0.877503197960047
17000,10.49,70000,23.93,705,23,1,0.876732466792322
16000,17.86,63500,22.09,700,24,3,0.818478067292847
10000,11.99,38000,29.82,685,24,4,0.866071281176575
4000,9.49,126000,4.51,685,18,0,0.891035897262152
8000,8.67,100000,3.4,725,12,3,0.895826564431621
11225,10.49,52000,8.74,660,28,1,0.891159140744567
5400,14.99,47000,24.28,660,24,0,0.857004675231944
30000,11.44,100000,23.09,715,28,1,0.890024422329711
10000,9.49,50000,26.6,705,20,6,0.876732466792322
5000,11.44,60000,19.18,685,17,6,0.891035897262152
18000,8.19,63000,13.12,730,24,3,0.896911491244377
7075,15.99,40512,15.7,660,27,4,0.875068164586915
7200,7.49,42000,16.32,665,30,3,0.882731473779266
10000,8.19,100000,9.79,700,17,4,0.891090809932966
20000,14.99,44000,38.98,700,25,4,0.87435817529804
10000,9.49,65000,11.19,670,28,2,0.890563063375378
15000,8.19,55000,13.31,740,45,6,0.895685122802029
6000,15.99,28527,22.21,670,12,5,0.888751650159825
25000,7.49,110000,11.38,785,22,0,0.896911491244377
5000,12.99,48775,6.18,660,11,2,0.890328389290001
10000,8.19,42000,16.29,725,13,2,0.894588806279814
16400,14.99,49000,10.56,695,21,6,0.849330919739785
4000,12.99,75000,17.49,690,25,13,0.86435857796951
18000,7.49,107000,8.35,695,19,2,0.892346480154606
7525,14.99,36000,14.4,680,14,8,0.86669457375785
25000,6.03,109000,3.55,740,27,3,0.896911491244377
13475,17.14,60000,29.1,670,31,4,0.873657615453194
9525,17.14,185000,9.13,665,13,3,0.864676972762496
21000,6.49,150000,14.46,730,32,4,0.896911491244377
15000,10.49,71511,19.23,705,37,2,0.887525728475412
11000,10.49,65000,18.11,700,22,4,0.893918146366147
25000,11.99,95000,11.34,685,23,2,0.872470215658994
10000,6.99,100000,3.11,725,12,1,0.895826564431621
7750,16.49,38000,2.4,665,5,1,0.873810890218199
35000,8.19,300000,10.19,680,19,3,0.892346480154606
4475,14.99,53000,20.56,695,13,3,0.862500820658282
16950,19.24,55000,17.26,680,20,3,0.850791916312052
12000,6.99,70000,21.33,760,17,2,0.896911491244377
20800,13.66,68000,32.3,680,35,4,0.872316197790363
4800,16.49,84000,24.37,710,38,17,0.855334336609355
8775,15.59,25000,32.41,705,28,4,0.865319171040824
5000,16.49,43000,26.26,685,19,5,0.881027766445929
2800,7.49,40000,5.19,755,31,5,0.894588806279814
10000,10.49,36000,5.5,685,16,2,0.88663628418973
21600,11.44,120000,9.3,665,33,5,0.88866647360934
8500,9.49,50000,22.91,685,38,21,0.871313348291803
3000,9.49,62000,14.6,675,13,2,0.891035897262152
3500,11.99,37440,4.87,725,16,2,0.887719475938498
16000,8.67,116000,25.81,695,39,9,0.877005069274652
2400,9.49,38000,21.92,705,12,6,0.890815632493264
20000,10.49,52000,11.71,720,22,2,0.895685122802029
12000,6.99,150000,10.15,740,37,8,0.896911491244377
6075,6.49,53000,18.64,670,39,4,0.892411706463152
16000,10.49,115000,24.21,725,36,3,0.890024422329711
8000,10.49,44000,31.86,715,22,8,0.888726288024808
25000,13.66,65000,30.63,700,38,5,0.887106019814345
12000,17.14,69580,5.48,665,18,5,0.870124428884349
24000,6.99,135472,16.54,730,23,2,0.896911491244377
10000,6.49,72000,11.4,710,21,3,0.889482433851832
4750,15.99,55000,28.76,695,37,3,0.855548231208417
3000,12.99,36500,13.32,660,18,0,0.869168309571022
15000,8.67,68500,18.38,690,14,3,0.892346480154606
5000,13.66,70000,26.09,685,35,3,0.869693048177443
19200,7.49,140000,10.78,690,62,7,0.892588783079379
20400,8.67,100000,16.4,715,36,5,0.896911491244377
4000,6.99,47500,28,730,8,1,0.890430649903627
2400,13.66,40000,24.42,690,29,13,0.895541519011882
5975,14.31,22000,31.1,665,7,1,0.784262878225342
13500,8.19,81800,12.7,660,11,4,0.892313329064689
13000,8.19,120000,3.76,695,28,0,0.892346480154606
5600,16.49,83300,3.34,670,47,5,0.825435632025363
28000,6.03,79000,0.79,830,42,3,0.896911491244377
5000,15.59,76000,20.54,675,42,11,0.825930067988439
8000,12.99,68000,21.13,680,26,3,0.845644999146891
35000,17.86,120000,12.23,690,23,6,0.810713619239248
11450,14.31,25000,12.05,705,12,1,0.854942880927917
12000,8.19,56000,24.3,750,34,5,0.888726288024808
14000,7.49,98000,4.32,685,18,5,0.892346480154606
19800,8.19,120000,19.82,680,32,6,0.892588783079379
3000,10.49,30000,33.44,660,13,1,0.876400874809183
22000,8.19,88000,9.78,725,23,5,0.896911491244377
8400,15.99,67416,16.25,715,32,9,0.835459939660733
2500,17.86,53000,20.52,660,17,9,0.864389080623346
25000,8.19,80000,12.68,695,26,1,0.892346480154606
6925,6.03,45000,29.21,750,46,3,0.889672039840938
35000,15.99,94000,16.3,720,18,3,0.858133395170842
10000,8.19,45000,23.23,660,56,6,0.879782404187621
15000,7.49,60000,16.14,695,19,2,0.892346480154606
16800,6.03,157100,21.06,735,55,6,0.896911491244377
25000,6.03,274000,15.33,750,41,4,0.896911491244377
35000,15.59,180000,5.34,800,35,2,0.846813695111262
14900,19.99,44000,6.85,700,10,0,0.874487826138234
25000,16.49,84000,7.74,670,44,8,0.807782962808413
12800,6.03,120000,26.92,690,27,3,0.876732466792322
2800,6.99,124800,9.9,660,28,5,0.891192057061153
12000,17.14,96000,19.08,665,24,13,0.824110505166958
20000,14.31,170000,8.76,675,51,8,0.87289502466836
5500,10.49,33500,19.63,675,34,7,0.878578578845355
6500,6.03,41000,14.07,740,10,0,0.894588806279814
12400,14.31,85723,23.93,695,28,6,0.864500376399153
3000,6.99,56000,7.76,715,19,3,0.895490590069261
12000,6.49,52000,18.97,695,20,4,0.894085089454079
35000,8.19,101000,18.48,710,28,10,0.892346480154606
24000,6.03,300000,7.71,755,45,4,0.896911491244377
11000,8.67,60000,21.18,680,23,5,0.892346480154606
15000,6.49,70000,22.24,740,48,7,0.890024422329711
6000,11.99,22880,22.25,680,40,3,0.814545457422836
9000,10.49,35000,24.55,705,23,3,0.876732466792322
10000,14.31,54000,20.98,665,14,2,0.856757558325595
10000,12.99,70000,16.75,680,10,6,0.862051593621129
5000,13.66,55000,31.11,670,25,8,0.863256709595351
5000,11.44,30000,7.84,690,19,2,0.868637722786475
20000,12.99,94000,18.12,675,33,5,0.872816789147054
7000,6.49,42500,9.88,775,20,2,0.894588806279814
35000,14.31,275000,15.92,660,36,6,0.86631651246329
6000,8.19,78000,28.26,725,34,2,0.890024422329711
10200,11.44,38000,10.64,690,22,7,0.886201254181965
28000,8.19,82000,15.35,700,27,5,0.892346480154606
20950,10.49,54000,15.73,725,16,3,0.896578611969728
9600,12.39,50400,12.88,685,27,2,0.838420551777089
4000,12.39,31200,33.88,710,20,2,0.884909445230969
2500,11.99,52000,37.73,705,35,5,0.885816685078857
15000,8.19,46500,14.03,670,19,0,0.890264550978436
10000,14.31,48000,18.98,700,12,1,0.854937837762302
7475,14.31,65000,10.06,680,22,1,0.866508199612369
17225,14.99,48000,17.23,675,16,4,0.860901559699393
18325,7.49,117000,18.64,730,18,1,0.896911491244377
1600,11.44,32000,23.86,725,31,15,0.888726288024808
2500,11.44,12000,2.5,750,12,6,0.894588806279814
18000,6.49,70000,20.02,720,20,4,0.896911491244377
20000,11.99,110000,7.96,670,24,2,0.871798078310451
12000,8.19,80000,22.33,665,23,3,0.872101148787371
5000,11.99,50000,9.69,740,8,4,0.886500436844966
5000,6.03,70000,7.72,760,40,10,0.895826564431621
3000,11.99,18000,6.6,675,9,5,0.838631446441325
14000,9.49,152400,9.54,735,45,14,0.896911491244377
27000,6.03,105000,23.37,715,38,3,0.890024422329711
6500,13.66,40000,26.94,685,15,3,0.867657632635516
1425,9.49,40000,23.16,765,11,2,0.888726288024808
6700,6.03,60000,4.54,745,9,2,0.895826564431621
3500,11.44,73500,31.35,760,66,8,0.890024422329711
3000,11.99,18666,23.34,665,10,1,0.838150396159637
9600,8.67,52000,21.95,715,28,1,0.896213859252497
6300,6.49,64300,4.4,670,21,5,0.891456003256546
35000,17.14,83000,25.14,660,33,5,0.784225061540075
3000,8.67,61000,14.66,670,26,5,0.890887174257077
5600,6.03,28000,25.25,685,19,4,0.878920929579201
4800,9.49,96000,27.6,775,24,5,0.890024422329711
6400,12.39,36500,16.74,690,9,1,0.86003520988527
13250,14.99,35000,21.4,660,52,3,0.846058292543446
11125,18.54,82100,11.23,660,16,5,0.863711171555337
4525,14.31,26476,13.15,690,17,11,0.790713900763402
2000,12.99,20700,29.04,670,16,5,0.86185428578291
4200,17.86,30394,9.64,670,28,7,0.878636217853404
1500,14.99,25000,18.92,660,22,3,0.878120083483841
8000,6.99,55000,23.38,680,34,5,0.871313348291803
20000,6.03,130000,28.51,750,36,7,0.890024422329711
35000,8.19,186000,20.94,700,27,3,0.892346480154606
10000,14.31,32162,22.61,680,17,4,0.866695868283582
4000,7.49,90000,5.72,735,18,8,0.895826564431621
14000,7.49,82400,18.66,680,25,2,0.892346480154606
7425,11.44,54000,5.49,715,6,2,0.894588806279814
12000,13.66,50000,2.83,665,42,3,0.887158020574371
10000,6.49,55000,23.04,695,15,5,0.877422491045299
5000,7.49,25000,20.12,735,7,1,0.896213859252497
9650,23.99,60000,24.2,660,40,8,0.801285711389745
6000,8.19,65000,1.61,660,28,0,0.891562833090481
3000,12.39,33000,25.78,675,14,4,0.866813493093196
18000,8.67,70000,23.54,700,33,2,0.877005069274652
2500,15.99,20000,3.6,725,7,4,0.816816296288702
7625,17.14,35000,38.92,700,23,2,0.826059644187721
28000,6.99,115000,15.76,695,27,6,0.892346480154606
15350,11.99,117700,17.3,670,65,10,0.857879510536396
15050,21.99,130000,9.2,665,24,4,0.873091394727553
10000,11.99,65000,10.4,695,24,3,0.881439694312525
26000,6.03,120000,9.09,700,11,3,0.892346480154606
20000,14.99,50000,10.73,675,7,3,0.864952895357218
30000,8.67,64459.2,24.7,710,29,3,0.876732466792322
15600,15.59,50000,33.37,685,29,5,0.816781566128587
10000,10.49,45000,24.85,700,36,4,0.87865430346349
2400,11.44,51000,14.21,660,33,6,0.886143049166247
10000,6.99,63000,17.94,690,28,2,0.889941688364737
5200,14.99,60000,22.34,675,18,6,0.867025295240259
5000,6.49,45000,2.75,765,12,0,0.894588806279814
12525,11.44,62000,20.97,675,20,1,0.892346480154606
12000,11.44,90000,10.53,675,28,9,0.892346480154606
15000,9.49,40000,26.64,745,30,2,0.888726288024808
2400,9.49,110000,26.55,665,24,8,0.864655871608525
11775,17.14,34840,22.49,665,20,2,0.830421529033508
8000,13.66,107900,16.09,690,23,9,0.861637187753805
1200,11.99,32000,1.88,775,12,1,0.897598064481418
7600,11.44,110000,20,685,19,1,0.891035897262152
10450,13.66,31000,33.88,720,17,3,0.88435510264093
35000,14.99,82000,26.23,675,42,3,0.87235034468174
9300,13.66,50000,12.41,720,29,2,0.856290136953512
15000,7.49,135000,21.49,675,12,2,0.892346480154606
6300,11.99,43100,22.5,690,38,6,0.868646781855257
35000,15.99,300000,15.03,665,20,0,0.843837928817156
19200,11.44,55000,15.36,735,25,4,0.895685122802029
23200,9.49,104935,14.7,715,41,7,0.896911491244377
7500,12.39,85000,25.67,755,27,7,0.88889540629787
27000,7.49,90000,14.73,720,33,7,0.896911491244377
7200,9.49,125000,14.91,660,40,7,0.88169170655723
10000,12.39,55100,26.53,680,32,9,0.867928878956282
20000,14.31,60000,32.04,700,38,8,0.8601893769938
2000,15.99,23500,14.86,665,7,3,0.849363915044384
7500,6.99,55000,33.41,750,27,4,0.888726288024808
5000,10.49,38000,26.2,670,51,2,0.879625288286974
25000,6.49,72000,8.34,745,15,2,0.896911491244377
1800,6.49,24000,11.65,745,12,6,0.894588806279814
1200,6,23000,38.43,680,15,6,0.877502647739449
12000,8.19,90000,24.87,695,12,2,0.877422491045299
21000,14.99,52000,20.89,720,24,5,0.82532513423768
3500,15.99,20916,7.26,660,8,4,0.849552734864337
6000,6.03,95000,4.07,820,24,2,0.895826564431621
6000,7.49,70000,17.7,675,20,1,0.891035897262152
7700,12.39,33500,20.53,660,13,6,0.858059373271297
5000,12.39,21000,27.09,680,26,7,0.758072815867308
12000,11.99,75000,14.37,685,16,1,0.862427141902771
10000,11.99,66000,36.95,685,22,5,0.860978662309443
10000,15.99,72000,15.27,665,20,6,0.832400139650158
9575,21.99,40000,36.36,670,19,3,0.833203005597232
9600,8.19,33000,8.18,700,11,7,0.865983130239282
11000,8.19,60000,10.48,760,45,3,0.896911491244377
27000,6.99,240000,16.92,700,34,4,0.893959362308852
7000,8.67,72655,6.56,700,11,1,0.891035897262152
30000,12.39,73000,13.86,710,21,1,0.873436890155088
12000,11.99,42000,16.94,690,42,13,0.868277199615433
1000,14.31,82500,22.11,680,18,1,0.894980266271231
25000,12.39,98000,21.27,685,24,4,0.87489901371818
3000,11.44,63313,14.22,680,16,4,0.892624394732787
12000,12.99,55000,17.32,660,14,4,0.868088117923687
8075,19.24,72436,32.19,685,31,8,0.809827903536707
12825,8.67,74000,22.95,740,36,6,0.890024422329711
3500,8.67,70000,19.27,700,24,4,0.892624394732787
12000,13.66,65000,29.1,680,28,6,0.861662120573381
10000,8.67,75000,21.62,700,40,3,0.885027124277718
9000,7.49,208765,2.97,680,43,6,0.884335487970029
15000,12.39,69953,23.61,670,38,5,0.818145255286993
3000,12.39,13000,11.73,690,14,2,0.838632810028007
25600,7.49,200000,15.04,730,37,4,0.896911491244377
12000,6.49,52000,26.83,770,37,4,0.888726288024808
16000,14.99,122000,20.74,665,53,11,0.829815155220747
8000,12.39,31000,6.42,665,11,5,0.88766984972794
6500,8.19,106000,7.62,720,9,2,0.895826564431621
12000,13.66,43000,28.91,665,55,10,0.860875805027276
1200,14.99,52000,12.32,690,13,6,0.894881056601797
10000,7.49,90000,2.08,660,35,5,0.886604986555406
28000,8.67,75000,27.95,705,16,1,0.877422491045299
12000,6.99,68000,25.52,675,53,14,0.880141911328422
8500,11.44,34600,14.01,745,9,5,0.894588806279814
16000,8.19,56000,12.82,675,40,5,0.892588783079379
15000,6.99,61000,18.44,710,7,1,0.892190651953013
9250,7.49,28500,7.24,675,27,5,0.886251649989533
6500,13.66,47000,6.61,695,28,6,0.878034912642509
10000,8.19,95000,9.31,660,30,2,0.886507947166057
6000,16.49,50000,18.05,660,26,6,0.832049277831383
20550,15.99,70000,38.56,665,29,6,0.822995632009739
15000,6.49,120000,10.24,695,25,1,0.892346480154606
21000,14.99,134000,20.39,675,29,6,0.869113874532716
10200,18.54,34000,34.27,665,32,2,0.791419229249646
4000,13.66,22000,15.49,700,16,1,0.877720776225734
6000,11.44,36500,17.69,675,23,4,0.892624394732787
15000,15.59,96000,32.74,680,34,8,0.823532887897794
7200,11.44,104000,12.19,685,49,9,0.885956740840592
1200,11.99,65000,22.55,690,28,7,0.893699647754393
31175,14.99,62500,21.99,690,24,3,0.86159477346698
9100,17.14,100000,22.4,690,25,3,0.804580202203329
12000,8.19,95000,4.85,710,11,1,0.892346480154606
20000,9.49,90000,20.55,710,36,12,0.892588783079379
20000,14.99,50000,15.16,690,14,1,0.863816826709386
13150,12.99,30000,34.72,710,32,3,0.855235293764191
6800,6.03,54000,26.64,805,22,3,0.889672039840938
30000,9.49,76000,19.97,740,21,1,0.896911491244377
25000,7.49,221557,5.27,715,27,4,0.896911491244377
5000,12.39,30000,16.84,700,14,5,0.811362382777983
1200,9.49,50500,25.62,705,35,6,0.870940585553283
25000,6.99,160000,27.8,710,51,12,0.878047939091168
8000,6.99,35000,14.23,760,8,1,0.896213859252497
13625,11.44,36000,27.57,660,29,7,0.876203215088152
18000,6.99,80000,7.44,675,10,0,0.892346480154606
9900,17.14,22500,38.93,705,23,1,0.816043599774407
30000,11.99,100000,30.16,690,25,5,0.874610442360733
12000,10.49,25000,33.37,705,13,5,0.877157604385243
20000,15.59,70000,7.25,660,20,3,0.838405743308851
4000,8.67,35000,18.52,665,15,1,0.887779963324671
35000,8.67,150000,17.68,660,30,4,0.892447900569674
5000,16.49,45000,19.41,660,16,3,0.8237705304364
12000,6.99,53868,21.55,710,27,5,0.892346480154606
3600,9.49,40000,9.75,725,11,2,0.894588806279814
10000,8.19,30000,23.08,725,14,2,0.888726288024808
11000,11.99,73000,17.57,675,28,4,0.861644791889579
24000,6.49,120000,5.39,690,16,1,0.892346480154606
1200,12.99,40000,20.94,690,14,4,0.896686762788162
12000,9.49,74000,17.47,700,37,3,0.887525728475412
35000,8.19,190000,19.03,725,42,4,0.896911491244377
11000,9.49,60000,7.9,720,22,2,0.896911491244377
19000,6.03,60000,17.22,755,49,2,0.896911491244377
12000,14.99,42000,26.89,680,46,7,0.86645221198365
14500,15.59,43360,27.71,665,20,4,0.818608217736354
25600,7.49,60000,15.92,720,36,6,0.896911491244377
24000,9.49,150000,11.16,720,17,4,0.896911491244377
10000,11.44,178000,12.12,670,29,11,0.890761311017339
16700,14.99,35000,39.23,720,45,5,0.868218066836219
35000,18.54,210000,13.51,710,60,8,0.828944566567011
2000,7.49,49000,9.53,695,6,3,0.891118186932985
35000,14.99,120000,4.67,680,36,9,0.891511124762146
4000,12.99,26000,25.07,660,48,9,0.85716446429493
8000,8.67,45000,12.64,710,32,5,0.882301973225699
5600,10.49,60000,9.92,720,30,8,0.895826564431621
10000,9.49,40000,16.47,700,22,1,0.890389569157124
8000,6.49,79000,8.57,720,20,3,0.895826564431621
5000,15.59,53000,25.25,680,33,0,0.828362261759884
17000,6.03,75000,16.03,705,31,2,0.892588783079379
8000,6.49,30000,0,815,31,3,0.895490590069261
7500,11.99,48000,4.36,710,12,5,0.883753077929152
7000,8.67,40000,31.89,685,27,6,0.876936314770545
19650,7.49,41000,12.41,690,16,3,0.891869212018495
18000,12.99,50000,17.77,700,39,4,0.878097609259119
9000,12.39,37440,21.35,680,19,2,0.8650557674885
10000,8.19,52000,1.67,785,15,1,0.896213859252497
6400,8.67,64000,18.63,685,24,4,0.892624394732787
12500,13.66,83500,28.37,685,37,5,0.865669349776973
22300,6.99,81000,23.02,695,49,7,0.878047939091168
4000,8.19,55000,6.43,695,36,19,0.886550836025866
8000,11.44,30000,12.24,665,19,1,0.886697916507816
3500,12.99,78804,25.99,685,13,2,0.860340643743599
6000,7.49,45000,27.52,745,30,5,0.888726288024808
5000,7.49,30000,13.24,720,16,0,0.894588806279814
5000,13.66,60000,30.94,670,43,5,0.857444349661924
28000,6.49,145000,19.07,745,48,13,0.896911491244377
21000,8.67,94500,12.17,675,22,3,0.892346480154606
18000,9.49,150000,16.57,710,44,3,0.892588783079379
28000,14.31,120000,25.88,685,39,4,0.879695183988778
2000,14.99,45000,20.21,715,31,2,0.895663240157636
7000,8.19,24000,15.8,670,18,0,0.886586903547285
9000,12.99,37000,8.86,755,26,11,0.883168216526845
3200,13.66,75000,8.9,660,23,10,0.871409188813861
1600,11.44,38000,30.16,710,38,4,0.878855412441459
15000,6.03,270000,10.49,735,28,5,0.896911491244377
6000,6.99,30000,31.14,735,31,1,0.890430649903627
6000,10.49,24000,17.55,680,39,4,0.888903992395127
25000,12.39,60000,13.9,720,15,1,0.88116618609433
5000,12.39,67520,12.44,670,29,7,0.867216877292201
25000,11.99,140000,10.65,705,40,7,0.887642612190089
7000,6.03,100000,4.9,670,16,3,0.891456003256546
15000,14.99,102000,13.72,660,29,5,0.852791794501245
35000,11.44,129000,9.29,690,19,1,0.892346480154606
5000,8.67,68000,9.94,720,31,2,0.895826564431621
20000,14.99,70000,12.43,665,13,6,0.84782793795774
9650,6.49,51000,20.49,745,40,6,0.894588806279814
35000,12.39,1100000,31.39,665,25,1,0.873529976344375
18500,8.67,70000,8.66,685,22,1,0.892346480154606
15000,16.49,70000,9.36,670,16,5,0.879960051565916
4775,14.99,30000,17.28,660,20,2,0.798647217843775
27175,19.99,75612,25.84,670,21,3,0.814885080905205
18300,14.31,63500,30.2,705,23,6,0.846599939330839
25000,6.03,65000,21.42,750,21,5,0.896911491244377
20000,11.99,88000,5.41,675,18,3,0.887985934360511
13825,7.49,33000,19.27,680,35,3,0.879540355731649
9325,10.49,30000,14.12,745,22,1,0.896213859252497
20000,8.19,100000,16.55,705,29,4,0.893918146366147
12000,14.31,34000,31.94,685,15,4,0.866811918299485
24000,6.99,90000,15.18,675,32,2,0.892588783079379
5450,15.99,40000,25.83,685,13,7,0.886401945505012
21000,12.39,120000,26.84,700,40,7,0.886659040916736
24000,11.99,175000,11.84,670,18,6,0.835591551053855
10000,6.03,80000,13.19,695,20,2,0.8894351477262
28000,13.66,300000,4.97,710,46,4,0.886336774055748
28000,6.99,175000,13.64,730,29,3,0.896911491244377
28000,6.49,100000,15.33,720,39,3,0.896911491244377
9425,13.66,25000,19.54,670,12,1,0.853279072278805
1000,16.49,40000,33.13,660,49,4,0.856636436595221
13425,9.49,80000,18.08,710,61,12,0.894463091840552
16000,12.39,50000,17.81,670,34,5,0.860151803686096
1200,14.31,55200,18.17,720,52,17,0.892028764878006
3600,15.59,20000,32.41,700,46,13,0.788343122401967
20000,6.99,120000,3.68,695,17,0,0.892346480154606
5400,8.19,100000,24.25,665,25,3,0.876203215088152
20000,6.99,68000,19.22,700,13,3,0.892346480154606
15000,8.19,40000,23.67,720,19,1,0.890430649903627
5000,10.49,50000,11.4,660,23,4,0.892583523752106
10000,6.03,72000,13.7,810,30,4,0.895826564431621
30000,12.99,140000,13.24,665,24,2,0.873350216921518
3000,9.49,43000,29.67,700,22,5,0.876936314770545
6000,12.39,95000,14.79,745,32,7,0.886984828735425
1400,13.66,68550,26.47,680,32,3,0.895760211123362
28000,6.99,210000,7.13,760,25,3,0.896911491244377
28000,11.44,100000,23.41,700,27,1,0.876732466792322
15000,12.39,100000,33.45,660,30,5,0.861002320936971
21000,6.99,80000,17.55,685,26,1,0.892346480154606
20000,14.31,250000,9.67,715,15,3,0.86442888023985
5400,6.49,60000,6.5,660,26,6,0.891562833090481
25000,6.49,80000,14.9,695,33,3,0.892588783079379
15000,6.99,60000,12.88,670,14,7,0.890748034164492
3000,8.67,35500,4.43,680,20,2,0.888260235361144
22900,8.67,125000,35.5,725,22,5,0.890024422329711
7000,14.99,25000,26.5,680,23,1,0.759223522341568
21000,6.99,210000,6.62,690,50,6,0.892588783079379
14400,9.49,48000,10.55,675,13,3,0.890462076106105
6000,6.49,95000,6.39,790,19,2,0.895826564431621
15000,11.44,47000,10.7,670,23,2,0.890264550978436
10000,6.03,57000,11.57,815,28,1,0.896213859252497
5000,16.49,49000,27.97,715,19,4,0.833263734792631
12000,6.99,250000,17.59,715,32,3,0.896911491244377
12750,17.14,66858,14.58,675,9,2,0.854949732966423
15000,12.99,55000,30,705,23,3,0.87328874255001
20000,6.99,45000,11.28,765,15,1,0.897295214972881
12000,11.99,45000,16.07,675,20,12,0.864651207398066
9600,10.49,90000,23.51,695,49,10,0.872397456292748
12000,11.44,70000,26.85,725,31,6,0.890024422329711
10000,8.67,90000,21.4,790,23,3,0.895826564431621
12000,6.49,58000,10.92,745,10,1,0.897295214972881
23000,6.99,110000,9.11,705,38,1,0.892588783079379
12000,8.19,87000,17.31,670,22,5,0.891186285868082
23900,9.49,98000,11.66,690,20,4,0.893918146366147
35000,11.99,230000,14.33,685,23,2,0.877740671535037
5750,6.99,80000,15.42,675,10,2,0.891035897262152
5600,12.39,115000,25.41,685,38,8,0.866596947618932
15000,10.49,58000,31.06,690,38,9,0.871313348291803
35000,8.67,140000,14.45,680,15,2,0.892346480154606
14475,9.49,40000,23.67,715,31,9,0.888726288024808
17000,6.03,110812,12.66,800,19,2,0.896911491244377
20000,9.49,185000,11.6,675,26,8,0.883136782935645
6000,12.39,63000,16.31,715,15,1,0.883164101470504
15000,15.59,67000,23.34,665,44,8,0.805941676016692
13850,8.19,55000,27.74,735,52,8,0.888726288024808
16000,8.19,55000,18.63,705,23,3,0.892346480154606
32000,13.66,153000,14.68,680,32,8,0.880639941431049
12000,12.99,92000,28.4,700,51,9,0.879883566581982
6000,14.99,35000,8.23,665,6,2,0.871073066659101
3200,12.99,70200,27.73,660,59,6,0.852132221785897
11000,11.99,70000,22.73,680,32,4,0.861658920284238
20000,6.99,88000,9.33,735,22,1,0.896911491244377
6000,15.59,35000,18.42,665,12,5,0.875567329966856
20800,6.49,130000,9.86,695,8,1,0.890810285914584
5000,11.99,41168,19.56,665,5,2,0.858623121211484
2800,12.99,17000,11.16,710,8,6,0.833237584311584
35000,7.49,110000,14.4,775,31,4,0.896911491244377
16975,11.99,50000,23.43,670,20,3,0.834124736975416
26000,10.49,125000,9.32,700,24,5,0.892346480154606
28000,6.99,100000,20.01,710,25,5,0.892346480154606
21000,6.03,125000,22.34,700,43,2,0.875021048637089
8000,6.03,165000,15.45,755,30,1,0.895826564431621
7000,10.49,27500,21.96,670,15,1,0.886491183326564
8000,12.39,40000,20.79,680,19,3,0.866102439774821
20000,14.31,100000,29.55,660,22,7,0.867340316601619
30000,8.19,140000,12.05,735,21,5,0.896911491244377
10050,14.31,22000,13.48,705,11,2,0.85241513745701
24000,8.19,72000,26.75,760,25,2,0.890024422329711
5000,14.31,20000,13.39,700,17,4,0.853464953347625
20000,8.19,75000,15.63,710,23,7,0.892346480154606
9000,8.67,75000,19.96,700,15,11,0.88923817579163
18000,12.39,87000,14.62,675,23,11,0.861902760954976
2200,10.49,40000,8.28,690,7,3,0.891118186932985
3600,14.99,24000,21.7,685,11,5,0.880822297974471
2800,13.66,36000,35.03,680,23,4,0.865679039884794
